,index,ia_timeout,start_time,date,hour,weekday,daytype,origin_id,destination_id,driving_distance,euclidean_distance,duration,end_time,req_id,soc_delta,welltotank_kwh,tanktowheel_kwh,soc_delta_kwh,welltotank_emissions,tanktowheel_emissions,co2_emissions,n_vehicles_charging_system,n_vehicles_charging_users,n_vehicles_available,n_vehicles_booked,n_vehicles_dead
98,0,9.882072,2023-01-02 00:01:37.520841+00:00,2023-01-02,0,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 00:51:37.520841+00:00,98,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
99,2,10.627469,2023-01-02 00:01:48.148310+00:00,2023-01-02,0,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 00:51:48.148310+00:00,99,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
100,1,4.784239,2023-01-02 01:00:52.932549+00:00,2023-01-02,1,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 01:50:52.932549+00:00,100,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
101,3,16.660698,2023-01-02 01:01:09.593247+00:00,2023-01-02,1,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 01:51:09.593247+00:00,101,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
102,2,4.926185,2023-01-02 01:01:14.519432+00:00,2023-01-02,1,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 01:51:14.519432+00:00,102,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
103,0,21.374293,2023-01-02 01:01:35.893725+00:00,2023-01-02,1,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 01:51:35.893725+00:00,103,,,,,,,,0,0,1,3,0
104,2,7.898611,2023-01-02 02:00:43.792336+00:00,2023-01-02,2,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 02:50:43.792336+00:00,104,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
105,1,8.369423,2023-01-02 02:00:52.161759+00:00,2023-01-02,2,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 02:50:52.161759+00:00,105,,,,,,,,1,0,2,1,0
106,0,13.295314,2023-01-02 02:01:05.457073+00:00,2023-01-02,2,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 02:51:05.457073+00:00,106,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
107,3,7.789134,2023-01-02 02:01:13.246207+00:00,2023-01-02,2,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 02:51:13.246207+00:00,107,,,,,,,,1,0,1,2,0
108,0,21.752068,2023-01-02 03:00:34.998275+00:00,2023-01-02,3,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 03:50:34.998275+00:00,108,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
109,2,0.637337,2023-01-02 03:00:35.635612+00:00,2023-01-02,3,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 03:50:35.635612+00:00,109,,,,,,,,0,0,3,1,0
110,1,8.904603,2023-01-02 03:00:44.540215+00:00,2023-01-02,3,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 03:50:44.540215+00:00,110,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
111,3,27.565856,2023-01-02 03:01:12.106071+00:00,2023-01-02,3,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 03:51:12.106071+00:00,111,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
112,3,16.821208,2023-01-02 04:00:28.927279+00:00,2023-01-02,4,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 04:50:28.927279+00:00,112,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
113,0,8.114259,2023-01-02 04:00:37.041538+00:00,2023-01-02,4,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 04:50:37.041538+00:00,113,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
114,2,15.996943,2023-01-02 04:00:53.038481+00:00,2023-01-02,4,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 04:50:53.038481+00:00,114,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
115,1,7.467834,2023-01-02 04:01:00.506315+00:00,2023-01-02,4,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 04:51:00.506315+00:00,115,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
116,2,22.429393,2023-01-02 05:00:22.935708+00:00,2023-01-02,5,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 05:50:22.935708+00:00,116,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
117,0,2.46065,2023-01-02 05:00:25.396358+00:00,2023-01-02,5,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 05:50:25.396358+00:00,117,,,,,,,,0,0,3,1,0
118,1,19.076687,2023-01-02 05:00:44.473045+00:00,2023-01-02,5,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 05:50:44.473045+00:00,118,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
119,3,8.82346,2023-01-02 05:00:53.296505+00:00,2023-01-02,5,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 05:50:53.296505+00:00,119,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
120,2,19.581493,2023-01-02 06:01:12.877998+00:00,2023-01-02,6,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 06:51:12.877998+00:00,120,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
121,3,10.058361,2023-01-02 06:01:22.936359+00:00,2023-01-02,6,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 06:51:22.936359+00:00,121,,,,,,,,1,0,2,1,0
122,1,21.521335,2023-01-02 06:01:44.457694+00:00,2023-01-02,6,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 06:51:44.457694+00:00,122,,,,,,,,1,0,2,1,0
123,0,5.052006,2023-01-02 06:01:49.509700+00:00,2023-01-02,6,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 06:51:49.509700+00:00,123,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
124,3,20.943395,2023-01-02 07:01:10.453095+00:00,2023-01-02,7,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 07:51:10.453095+00:00,124,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
125,0,3.927831,2023-01-02 07:01:14.380926+00:00,2023-01-02,7,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 07:51:14.380926+00:00,125,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
126,2,3.71571,2023-01-02 07:01:18.096636+00:00,2023-01-02,7,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 07:51:18.096636+00:00,126,,,,,,,,0,0,2,2,0
127,1,30.617859,2023-01-02 07:01:48.714495+00:00,2023-01-02,7,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 07:51:48.714495+00:00,127,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
128,1,11.228592,2023-01-02 08:00:59.943087+00:00,2023-01-02,8,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 08:50:59.943087+00:00,128,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
129,0,16.231071,2023-01-02 08:01:16.174158+00:00,2023-01-02,8,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 08:51:16.174158+00:00,129,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
130,2,7.352789,2023-01-02 08:01:23.526947+00:00,2023-01-02,8,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 08:51:23.526947+00:00,130,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
131,3,8.552308,2023-01-02 08:01:32.079255+00:00,2023-01-02,8,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 08:51:32.079255+00:00,131,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
132,2,19.416139,2023-01-02 09:00:51.495394+00:00,2023-01-02,9,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 09:50:51.495394+00:00,132,,,,,,,,0,0,4,0,0
133,1,10.175495,2023-01-02 09:01:01.670889+00:00,2023-01-02,9,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 09:51:01.670889+00:00,133,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
134,3,12.435901,2023-01-02 09:01:14.106790+00:00,2023-01-02,9,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 09:51:14.106790+00:00,134,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
135,0,5.51817,2023-01-02 09:01:19.624960+00:00,2023-01-02,9,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 09:51:19.624960+00:00,135,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
136,3,8.605085,2023-01-02 10:00:28.230045+00:00,2023-01-02,10,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 10:50:28.230045+00:00,136,,,,,,,,0,0,4,0,0
137,0,15.377383,2023-01-02 10:00:43.607428+00:00,2023-01-02,10,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 10:50:43.607428+00:00,137,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
138,1,4.138619,2023-01-02 10:00:47.746047+00:00,2023-01-02,10,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 10:50:47.746047+00:00,138,,,,,,,,0,0,3,1,0
139,2,9.186668,2023-01-02 10:00:56.932715+00:00,2023-01-02,10,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 10:50:56.932715+00:00,139,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
140,2,29.740098,2023-01-02 11:01:26.672813+00:00,2023-01-02,11,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 11:51:26.672813+00:00,140,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
141,3,3.675761,2023-01-02 11:01:30.348574+00:00,2023-01-02,11,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 11:51:30.348574+00:00,141,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
142,1,0.155744,2023-01-02 11:01:30.504318+00:00,2023-01-02,11,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 11:51:30.504318+00:00,142,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
143,0,2.207696,2023-01-02 11:01:32.712014+00:00,2023-01-02,11,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 11:51:32.712014+00:00,143,,,,,,,,0,0,1,3,0
144,1,11.095552,2023-01-02 12:00:43.807566+00:00,2023-01-02,12,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 12:50:43.807566+00:00,144,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
145,2,21.028526,2023-01-02 12:01:04.836092+00:00,2023-01-02,12,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 12:51:04.836092+00:00,145,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
146,3,10.547927,2023-01-02 12:01:15.384019+00:00,2023-01-02,12,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 12:51:15.384019+00:00,146,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
147,0,16.088421,2023-01-02 12:01:31.472440+00:00,2023-01-02,12,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 12:51:31.472440+00:00,147,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
148,3,12.958871,2023-01-02 13:00:44.431311+00:00,2023-01-02,13,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 13:50:44.431311+00:00,148,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
149,0,11.969775,2023-01-02 13:00:56.401086+00:00,2023-01-02,13,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 13:50:56.401086+00:00,149,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
150,2,18.115042,2023-01-02 13:01:14.516128+00:00,2023-01-02,13,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 13:51:14.516128+00:00,150,,,,,,,,0,0,2,2,0
151,1,2.745972,2023-01-02 13:01:17.262100+00:00,2023-01-02,13,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 13:51:17.262100+00:00,151,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
152,1,1.347101,2023-01-02 14:00:18.609201+00:00,2023-01-02,14,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 14:50:18.609201+00:00,152,,,,,,,,0,0,4,0,0
153,2,32.637111,2023-01-02 14:00:51.246312+00:00,2023-01-02,14,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 14:50:51.246312+00:00,153,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
154,3,12.001636,2023-01-02 14:01:03.247948+00:00,2023-01-02,14,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 14:51:03.247948+00:00,154,,,,,,,,0,0,3,1,0
155,0,1.433073,2023-01-02 14:01:04.681021+00:00,2023-01-02,14,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 14:51:04.681021+00:00,155,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
156,2,2.684135,2023-01-02 15:00:07.365156+00:00,2023-01-02,15,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 15:50:07.365156+00:00,156,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
157,3,2.975502,2023-01-02 15:00:10.340658+00:00,2023-01-02,15,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 15:50:10.340658+00:00,157,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
158,0,9.727171,2023-01-02 15:00:20.067829+00:00,2023-01-02,15,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 15:50:20.067829+00:00,158,,,,,,,,0,0,2,2,0
159,1,30.034641,2023-01-02 15:00:50.102470+00:00,2023-01-02,15,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 15:50:50.102470+00:00,159,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
160,3,18.227697,2023-01-02 16:01:08.330167+00:00,2023-01-02,16,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 16:51:08.330167+00:00,160,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
161,2,12.825405,2023-01-02 16:01:21.155572+00:00,2023-01-02,16,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 16:51:21.155572+00:00,161,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
162,0,15.289891,2023-01-02 16:01:36.445463+00:00,2023-01-02,16,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 16:51:36.445463+00:00,162,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
163,1,12.579248,2023-01-02 16:01:49.024711+00:00,2023-01-02,16,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 16:51:49.024711+00:00,163,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
164,1,4.122139,2023-01-02 17:00:53.146850+00:00,2023-01-02,17,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 17:50:53.146850+00:00,164,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
165,3,1.213882,2023-01-02 17:00:54.360732+00:00,2023-01-02,17,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 17:50:54.360732+00:00,165,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
166,0,7.971268,2023-01-02 17:01:02.332000+00:00,2023-01-02,17,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 17:51:02.332000+00:00,166,,,,,,,,0,0,2,2,0
167,2,44.910594,2023-01-02 17:01:47.242594+00:00,2023-01-02,17,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 17:51:47.242594+00:00,167,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
168,3,9.422566,2023-01-02 18:00:56.665160+00:00,2023-01-02,18,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 18:50:56.665160+00:00,168,,,,,,,,1,0,3,0,0
169,0,15.617995,2023-01-02 18:01:12.283155+00:00,2023-01-02,18,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 18:51:12.283155+00:00,169,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
170,1,9.862841,2023-01-02 18:01:22.145996+00:00,2023-01-02,18,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 18:51:22.145996+00:00,170,,,,,,,,1,0,2,1,0
171,2,3.796694,2023-01-02 18:01:25.942690+00:00,2023-01-02,18,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 18:51:25.942690+00:00,171,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
172,1,8.666123,2023-01-02 19:00:34.608813+00:00,2023-01-02,19,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 19:50:34.608813+00:00,172,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
173,3,2.737338,2023-01-02 19:00:37.346151+00:00,2023-01-02,19,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 19:50:37.346151+00:00,173,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
174,2,6.205596,2023-01-02 19:00:43.551747+00:00,2023-01-02,19,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 19:50:43.551747+00:00,174,,,,,,,,0,0,2,2,0
175,0,12.094514,2023-01-02 19:00:55.646261+00:00,2023-01-02,19,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 19:50:55.646261+00:00,175,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
176,1,10.636568,2023-01-02 20:01:06.282829+00:00,2023-01-02,20,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 20:51:06.282829+00:00,176,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
177,3,26.799697,2023-01-02 20:01:33.082526+00:00,2023-01-02,20,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 20:51:33.082526+00:00,177,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
178,2,11.256116,2023-01-02 20:01:44.338642+00:00,2023-01-02,20,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 20:51:44.338642+00:00,178,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
179,0,2.467971,2023-01-02 20:01:46.806613+00:00,2023-01-02,20,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 20:51:46.806613+00:00,179,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
180,1,2.316147,2023-01-02 21:00:49.122760+00:00,2023-01-02,21,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 21:50:49.122760+00:00,180,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
181,3,19.236697,2023-01-02 21:01:08.359457+00:00,2023-01-02,21,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 21:51:08.359457+00:00,181,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
182,2,0.673124,2023-01-02 21:01:09.032581+00:00,2023-01-02,21,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 21:51:09.032581+00:00,182,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
183,0,18.65276,2023-01-02 21:01:27.685341+00:00,2023-01-02,21,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 21:51:27.685341+00:00,183,,,,,,,,0,0,1,3,0
184,0,12.037682,2023-01-02 22:00:39.723023+00:00,2023-01-02,22,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 22:50:39.723023+00:00,184,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
185,1,29.133361,2023-01-02 22:01:08.856384+00:00,2023-01-02,22,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 22:51:08.856384+00:00,185,,,,,,,,1,0,2,1,0
186,3,7.545711,2023-01-02 22:01:16.402095+00:00,2023-01-02,22,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 22:51:16.402095+00:00,186,,,,,,,,1,0,2,1,0
187,2,4.123914,2023-01-02 22:01:20.526009+00:00,2023-01-02,22,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 22:51:20.526009+00:00,187,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
188,0,11.62629,2023-01-02 23:00:32.152299+00:00,2023-01-02,23,0,generic_day,0,1,1000,714.2857142857143,3000,2023-01-02 23:50:32.152299+00:00,188,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
189,1,20.263155,2023-01-02 23:00:52.415454+00:00,2023-01-02,23,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 23:50:52.415454+00:00,189,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
190,2,6.962984,2023-01-02 23:00:59.378438+00:00,2023-01-02,23,0,generic_day,2,3,1000,714.2857142857143,3000,2023-01-02 23:50:59.378438+00:00,190,,,,,,,,0,0,2,2,0
191,3,16.277104,2023-01-02 23:01:15.655542+00:00,2023-01-02,23,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 23:51:15.655542+00:00,191,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
192,2,10.774167,2023-01-03 00:00:26.429709+00:00,2023-01-03,0,1,generic_day,2,3,1000,714.2857142857143,3000,2023-01-03 00:50:26.429709+00:00,192,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
193,3,22.969652,2023-01-03 00:00:49.399361+00:00,2023-01-03,0,1,generic_day,3,0,1000,714.2857142857143,3000,2023-01-03 00:50:49.399361+00:00,193,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
194,0,4.243035,2023-01-03 00:00:53.642396+00:00,2023-01-03,0,1,generic_day,0,1,1000,714.2857142857143,3000,2023-01-03 00:50:53.642396+00:00,194,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
195,1,18.046214,2023-01-03 00:01:11.688610+00:00,2023-01-03,0,1,generic_day,1,2,1000,714.2857142857143,3000,2023-01-03 00:51:11.688610+00:00,195,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
196,2,21.73557,2023-01-03 01:00:33.424180+00:00,2023-01-03,1,1,generic_day,2,3,1000,714.2857142857143,3000,2023-01-03 01:50:33.424180+00:00,196,,,,,,,,0,0,4,0,0
197,0,3.372304,2023-01-03 01:00:36.796484+00:00,2023-01-03,1,1,generic_day,0,1,1000,714.2857142857143,3000,2023-01-03 01:50:36.796484+00:00,197,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
