,index,ia_timeout,start_time,date,hour,weekday,daytype,origin_id,destination_id,driving_distance,euclidean_distance,duration,end_time,req_id,soc_delta,welltotank_kwh,tanktowheel_kwh,soc_delta_kwh,welltotank_emissions,tanktowheel_emissions,co2_emissions,req_origin_id,req_destination_id,start_soc,plate,end_soc
35,1,36.909912,2023-01-01 11:01:01.820078+00:00,2023-01-01,11,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 11:51:01.820078+00:00,47,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,90.0,1,80.0
36,1,19.137931,2023-01-01 12:00:20.958009+00:00,2023-01-01,12,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 12:50:20.958009+00:00,48,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,60.0,0,50.0
37,0,0.58592,2023-01-01 12:00:21.543929+00:00,2023-01-01,12,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 12:50:21.543929+00:00,49,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,90.0,3,80.0
38,3,0.804936,2023-01-01 12:00:22.348865+00:00,2023-01-01,12,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 12:50:22.348865+00:00,50,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,50.0,2,40.0
39,2,5.372469,2023-01-01 12:00:27.721334+00:00,2023-01-01,12,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 12:50:27.721334+00:00,51,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,80.0,1,70.0
40,2,10.228931,2023-01-01 13:00:44.572060+00:00,2023-01-01,13,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 13:50:44.572060+00:00,53,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,50.0,0,40.0
41,1,31.229946,2023-01-01 13:01:15.802006+00:00,2023-01-01,13,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 13:51:15.802006+00:00,54,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,80.0,3,70.0
42,3,6.692808,2023-01-01 13:01:22.494814+00:00,2023-01-01,13,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 13:51:22.494814+00:00,55,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,70.0,1,60.0
43,0,1.93561,2023-01-01 14:00:24.430424+00:00,2023-01-01,14,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 14:50:24.430424+00:00,56,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,100.0,2,90.0
44,2,37.637627,2023-01-01 14:01:03.355578+00:00,2023-01-01,14,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 14:51:03.355578+00:00,58,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,70.0,3,60.0
45,0,19.227922,2023-01-01 15:00:33.089989+00:00,2023-01-01,15,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 15:50:33.089989+00:00,60,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,60.0,1,50.0
46,1,15.062798,2023-01-01 15:00:48.152787+00:00,2023-01-01,15,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 15:50:48.152787+00:00,61,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,90.0,2,80.0
47,3,5.117411,2023-01-01 15:00:55.030058+00:00,2023-01-01,15,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 15:50:55.030058+00:00,63,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,100.0,0,90.0
48,0,38.313478,2023-01-01 16:01:33.343536+00:00,2023-01-01,16,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 16:51:33.343536+00:00,64,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,90.0,0,80.0
49,2,6.176578,2023-01-01 16:01:39.520114+00:00,2023-01-01,16,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 16:51:39.520114+00:00,65,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,80.0,2,70.0
50,3,0.456419,2023-01-01 16:01:39.976533+00:00,2023-01-01,16,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 16:51:39.976533+00:00,66,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,60.0,3,50.0
51,1,11.436972,2023-01-01 16:01:51.413505+00:00,2023-01-01,16,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 16:51:51.413505+00:00,67,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,50.0,1,40.0
52,3,9.714269,2023-01-01 17:01:03.204825+00:00,2023-01-01,17,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 17:51:03.204825+00:00,69,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,70.0,2,60.0
53,0,18.333161,2023-01-01 17:01:21.537986+00:00,2023-01-01,17,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 17:51:21.537986+00:00,70,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,50.0,3,40.0
54,1,22.01383,2023-01-01 17:01:43.551816+00:00,2023-01-01,17,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 17:51:43.551816+00:00,71,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,80.0,0,70.0
55,2,26.60751,2023-01-01 18:01:14.018121+00:00,2023-01-01,18,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 18:51:14.018121+00:00,73,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,100.0,1,90.0
56,0,20.66226,2023-01-01 18:01:34.896378+00:00,2023-01-01,18,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 18:51:34.896378+00:00,75,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,60.0,2,50.0
57,3,18.653149,2023-01-01 19:00:53.549527+00:00,2023-01-01,19,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 19:50:53.549527+00:00,76,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,90.0,1,80.0
58,1,2.848107,2023-01-01 19:00:56.397634+00:00,2023-01-01,19,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 19:50:56.397634+00:00,77,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,100.0,3,90.0
59,2,9.834816,2023-01-01 19:01:30.850095+00:00,2023-01-01,19,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 19:51:30.850095+00:00,79,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,70.0,0,60.0
60,1,4.39576,2023-01-01 20:00:35.245855+00:00,2023-01-01,20,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 20:50:35.245855+00:00,80,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,2,50.0,2,40.0
61,0,29.12088,2023-01-01 20:01:04.366735+00:00,2023-01-01,20,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 20:51:04.366735+00:00,81,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,80.0,1,70.0
62,2,2.606461,2023-01-01 20:01:06.973196+00:00,2023-01-01,20,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 20:51:06.973196+00:00,82,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,2,3,90.0,3,80.0
63,3,2.816504,2023-01-01 20:01:09.789700+00:00,2023-01-01,20,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 20:51:09.789700+00:00,83,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,60.0,0,50.0
64,0,6.835846,2023-01-01 21:00:16.625546+00:00,2023-01-01,21,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 21:50:16.625546+00:00,84,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,1,50.0,0,40.0
65,3,4.911713,2023-01-01 21:00:21.537259+00:00,2023-01-01,21,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 21:50:21.537259+00:00,85,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,3,0,80.0,3,70.0
